"","EVENT_DATE","COUNTRY","number"
"764",2016-07-19,"Mali",1
"765",2016-07-20,"Mali",1
"766",2016-07-21,"Mali",1
"767",2016-07-22,"Mali",1
"768",2016-07-26,"Mali",1
"769",2016-07-30,"Mali",2
"770",2016-07-31,"Mali",1
"771",2016-08-05,"Mali",1
"772",2016-08-07,"Mali",3
"773",2016-08-09,"Mali",1
"774",2016-08-15,"Mali",1
"775",2016-08-16,"Mali",3
"776",2016-08-17,"Mali",3
"777",2016-08-28,"Mali",1
"778",2016-08-29,"Mali",1
"779",2016-08-31,"Mali",3
"780",2016-09-02,"Mali",2
"781",2016-09-03,"Mali",1
"782",2016-09-09,"Mali",1
"783",2016-09-15,"Mali",1
"784",2016-09-16,"Mali",1
"785",2016-09-19,"Mali",1
"786",2016-09-20,"Mali",1
"787",2016-09-25,"Mali",1
"788",2016-09-26,"Mali",1
"789",2016-10-01,"Mali",1
"790",2016-10-03,"Mali",2
"791",2016-10-05,"Mali",2
"792",2016-10-08,"Mali",2
"793",2016-10-09,"Mali",1
"794",2016-10-10,"Mali",1
"795",2016-10-14,"Mali",1
"796",2016-10-20,"Mali",2
"797",2016-10-24,"Mali",1
"798",2016-10-29,"Mali",1
"799",2016-10-30,"Mali",1
"800",2016-10-31,"Mali",1
"801",2016-11-04,"Mali",2
"802",2016-11-06,"Mali",2
"803",2016-11-07,"Mali",4
"804",2016-11-10,"Mali",1
"805",2016-11-12,"Mali",1
"806",2016-11-16,"Mali",1
"807",2016-11-20,"Mali",5
"808",2016-11-22,"Mali",1
"809",2016-11-27,"Mali",1
"810",2016-11-29,"Mali",2
"811",2016-11-30,"Mali",2
"812",2016-12-01,"Mali",2
"813",2016-12-03,"Mali",1
"814",2016-12-04,"Mali",2
"815",2016-12-06,"Mali",1
"816",2016-12-14,"Mali",1
"817",2016-12-19,"Mali",4
